Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Monster (Shawn Mendes & Justin Bieber),Monster,Shawn Mendes,2020-11-20,178994,5,0.0676,0.652,0.38299999999999995,0.0,0.0828,-7.0760000000000005,0.0516,145.765,4
Monkey Man - 2002 Remaster,The Specials (2002 Remaster),The Specials,1979-11-01,164773,2,0.141,0.5,0.836,2.99e-05,0.33899999999999997,-10.181000000000001,0.0397,153.079,4
Prosper Season (feat. Disashi of Gym Class Heroes),Destroyer,Sincerely Collins,2015-02-16,234555,2,0.0641,0.66,0.74,0.0,0.134,-6.111000000000001,0.191,90.03,4
Edge of Seventeen,Crystal Visions...The Very Best of Stevie Nicks,Stevie Nicks,2007-03-27,329680,4,0.27699999999999997,0.59,0.828,5.57e-06,0.0868,-6.28,0.0439,111.353,4
Song For Guy,A Single Man,Elton John,1978-10-01,413866,3,0.0175,0.45899999999999996,0.165,0.000276,0.0895,-15.95,0.047,122.861,4
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,169333,5,0.0103,0.7809999999999999,0.67,0.0,0.0761,-3.912,0.0452,127.99,4
La Cola,Tiempo De Bailar,Los Palmeras,2016-12-16,169250,3,0.355,0.778,0.79,0.0,0.11900000000000001,-5.024,0.0601,93.054,4
Boys Don't Cry - Single Version,Three Imaginary Boys (Deluxe Edition),The Cure,1979-05-11,157533,3,0.00486,0.465,0.841,0.0,0.109,-5.767,0.0634,168.743,4
Rapper's Delight,Rhino Hi-Five: The Sugarhill Gang,The Sugarhill Gang,2005-03-15,427360,3,0.465,0.9,0.845,0.0,0.0724,-7.306,0.257,111.18700000000001,4
Skit,BE,BTS,2020-11-20,179547,4,0.8640000000000001,0.703,0.321,0.0,0.9079999999999999,-13.135,0.884,114.822,4
In Your Eyes,After Hours,The Weeknd,2020-03-20,237520,5,0.00285,0.667,0.7190000000000001,8.1e-05,0.0736,-5.371,0.0346,100.021,4
Long Cool Woman (In a Black Dress) - 1999 Remaster,Distant Light (1999 Remaster),The Hollies,1971-10-08,199200,3,0.41100000000000003,0.757,0.868,0.00221,0.355,-9.326,0.062,138.923,4
Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,212093,5,0.196,0.6729999999999999,0.7040000000000001,0.0,0.0898,-8.056000000000001,0.36,86.919,4
Let's Dance - 2018 Remaster,Let's Dance (2018 Remaster),David Bowie,1983-04-14,457675,4,0.0125,0.654,0.743,0.0272,0.153,-7.44,0.0605,114.846,4
"Welcome Home, Son",Ghost,Radical Face,2007-03-02,287634,4,0.723,0.5870000000000001,0.49700000000000005,0.782,0.142,-10.757,0.0307,144.972,3
Intro : Persona,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,171023,4,0.0278,0.469,0.87,0.0,0.313,-4.475,0.342,86.62200000000001,4
Self Control,Self Control,Laura Branigan,1984,246440,4,0.21899999999999997,0.8140000000000001,0.6859999999999999,0.0038200000000000005,0.155,-12.172,0.0342,106.679,4
1950,1950,King Princess,2018-02-23,225133,5,0.648,0.6,0.535,4.7e-06,0.162,-7.042999999999999,0.107,71.91199999999999,4
Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,5,0.0423,0.774,0.7559999999999999,0.0,0.305,-4.995,0.0389,144.032,4
Adderall (Corvette Corvette) - Remix,Adderall (Corvette Corvette) [Remix],Popp Hunna,2020-12-18,176382,5,0.217,0.9209999999999999,0.718,0.0,0.18899999999999997,-3.545,0.299,141.06,4
Jenny (I Wanna Ruin Our Friendship),Jenny (I Wanna Ruin Our Friendship),Studio Killers,2020-12-04,215280,5,0.00305,0.6679999999999999,0.7979999999999999,0.0144,0.27699999999999997,-5.7010000000000005,0.0334,133.928,4
Line Without a Hook,Montgomery Ricky,Ricky Montgomery,2016-04-08,249586,5,0.262,0.43200000000000005,0.652,0.0,0.258,-4.968999999999999,0.0285,190.028,3
Don’t Dream It’s Over - Home Demo,Crowded House (Deluxe),Crowded House,2016-01-01,194947,1,0.71,0.502,0.6829999999999999,1.98e-06,0.18,-8.19,0.0472,82.626,4
Memories (feat. Kid Cudi),One Love (Deluxe),David Guetta,2009-08-21,210093,4,0.0015,0.561,0.87,2.82e-06,0.24600000000000002,-6.103,0.34299999999999997,129.98,4
Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,180138,5,0.6709999999999999,0.98,0.413,7.950000000000001e-05,0.17,-11.052,0.10099999999999999,119.993,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,5,0.0841,0.732,0.396,3.5799999999999996e-05,0.105,-9.347999999999999,0.0286,90.024,4
Take on Me,Hunting High and Low,a-ha,1985-06-01,225280,5,0.018000000000000002,0.573,0.902,0.00125,0.0928,-7.638,0.054000000000000006,84.412,4
Losing My Religion,Out Of Time (25th Anniversary Edition),R.E.M.,1991-03-12,268426,5,0.179,0.6659999999999999,0.855,1.2e-06,0.0987,-5.051,0.0295,125.639,4
This Girl - Kungs Vs. Cookin' On 3 Burners,GIRLS & FUN Music Party,Various Artists,2021-03-05,195561,1,0.0874,0.792,0.703,0.000129,0.225,-4.678,0.0391,121.975,4
Fly Away,Fly Away,Tones And I,2020-11-13,178156,5,0.217,0.8059999999999999,0.513,0.0,0.217,-6.207999999999999,0.0685,124.988,4
Unstoppable,This Is Acting (Deluxe Version),Sia,2016-10-21,217746,4,0.11199999999999999,0.46799999999999997,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4
Ponte Pa' Mi,Ponte Pa' Mi,Justin Quiles,2020-11-20,202373,5,0.0581,0.878,0.713,0.0,0.0822,-4.566,0.0948,92.02799999999999,4
Previa y Cachengue 35 - Remix,Previa y Cachengue #35 (Remix),Fer Palacio,2020-11-12,739389,3,0.11199999999999999,0.7290000000000001,0.69,2.11e-06,0.319,-7.966,0.11800000000000001,100.073,4
Choca,Love And Sex,Plan B,2014-08-25,220986,3,0.225,0.858,0.835,5.76e-06,0.0613,-4.852,0.122,88.0,4
Magalenha,Brasileiro,Sérgio Mendes,1992-06-17,216933,3,0.129,0.82,0.633,0.0,0.0972,-13.815999999999999,0.0745,116.62200000000001,4
Live Is Life (digitally remastered) - Single Version,Live Is Life,Opus,2011-02-11,249500,3,0.0532,0.633,0.9520000000000001,1.73e-06,0.9890000000000001,-4.274,0.0337,95.42200000000001,4
In This Shirt,From the Circus to the Sea,The Irrepressibles,2009-01-01,334986,4,0.7090000000000001,0.31,0.484,0.247,0.125,-6.462999999999999,0.0299,79.863,4
El Necio,Silvio,Silvio Rodríguez,1992,273498,2,0.684,0.564,0.19399999999999998,2.36e-06,0.0857,-16.03,0.23199999999999998,161.533,4
Where It Stays,Careless People,Charlotte OC,2017-03-31,218439,3,0.46,0.657,0.462,0.0,0.10400000000000001,-8.87,0.0416,120.06299999999999,4
A Pimp Named Slickback,Classics II,Lakim,2019-09-06,250775,3,0.257,0.679,0.852,0.42200000000000004,0.237,-3.695,0.20800000000000002,140.02200000000002,4
HACIENDO QUE ME AMAS,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,217768,5,0.8690000000000001,0.584,0.41100000000000003,4.47e-05,0.0955,-7.147,0.0838,169.93400000000003,4
Good Looking,Por La Calle Vagando,Various Artists,2021-03-05,259053,1,0.008459999999999999,0.622,0.879,0.0,0.899,-6.688,0.16899999999999998,92.964,4
Good as Hell,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,159735,4,0.256,0.682,0.919,0.0,0.442,-3.18,0.0875,95.98200000000001,4
Wonderwall,Wonderwall,Eden xo,2020-10-23,218599,2,0.758,0.45899999999999996,0.32,0.0,0.102,-8.892000000000001,0.0329,155.542,4
Body,Good News,Megan Thee Stallion,2020-11-20,171067,5,0.0166,0.914,0.732,0.0,0.107,-6.1,0.24100000000000002,94.066,4
La mano de Dios (Homenaje a Diego Maradona),Rodrigo - La mano de dios,Rodrigo,2011-08-15,344186,3,0.784,0.395,0.855,1.11e-06,0.943,-5.72,0.0618,157.33100000000002,4
Vámonos,Vámonos,Lira,2020-12-04,142212,3,0.10300000000000001,0.501,0.562,1.08e-06,0.0692,-8.199,0.0469,183.77700000000002,4
Set Live #2,Set Live #2,Octavio Carbonell,2020-11-12,684759,1,0.0526,0.779,0.716,0.0,0.0891,-6.396,0.17300000000000001,102.07799999999999,4
Roses Remix (feat. Future),Roses Remix (feat. Future),SAINt JHN,2020-05-29,187897,4,0.0247,0.941,0.46299999999999997,5.5299999999999996e-05,0.192,-5.992999999999999,0.113,127.00299999999999,4
Love Me Later,Rose Hall,Natasha Mosley,2015-05-22,217150,3,0.457,0.617,0.456,0.0,0.0913,-5.2010000000000005,0.0466,120.08,4
Crazy,St. Elsewhere,Gnarls Barkley,2006-05-02,182066,4,0.0172,0.835,0.741,0.0577,0.0826,-1.609,0.0339,111.963,4
Rechazame,Prince Royce,Prince Royce,2010,223200,4,0.0749,0.73,0.867,6.81e-06,0.0712,-1.946,0.0325,130.02,4
La Vida Tombola,La Radiolina,Manu Chao,2007-08-30,196066,3,0.13,0.638,0.784,0.0139,0.256,-8.321,0.0403,93.971,4
BOOKER T,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,156430,5,0.114,0.883,0.6,7.94e-06,0.0931,-7.188,0.37,113.90299999999999,4
Como Yo Nadie Te Ha Amado,The Best of Song of Bon Jovi,Tribute to Bon Jovi,2014-12-01,286293,1,0.818,0.52,0.402,0.0,0.128,-6.729,0.0278,160.161,3
Final Theme,Hero,Rick Wakeman,1986-07-01,193400,1,0.861,0.444,0.603,0.308,0.149,-8.625,0.0349,117.866,4
Overwhelmed,Overwhelmed,Royal & the Serpent,2020-06-26,159293,5,0.308,0.804,0.32299999999999995,0.0,0.15,-11.127,0.305,87.01899999999999,4
Girls Just Want to Have Fun,She's So Unusual,Cyndi Lauper,1983-10-14,238266,5,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,120.37200000000001,4
Safari Song,From The Fires,Greta Van Fleet,2017-11-10,234600,3,0.16399999999999998,0.36200000000000004,0.9279999999999999,1.6100000000000002e-05,0.315,-4.015,0.0503,175.868,4
Como Si Nada,Como Si Nada,Adso Alejandro,2020-07-02,156000,1,0.405,0.759,0.5760000000000001,1.0300000000000001e-05,0.129,-5.761,0.363,178.173,4
Movement,"Wasteland, Baby!",Hozier,2019-03-01,237800,4,0.16,0.381,0.502,6.979999999999999e-05,0.0842,-5.505,0.0368,144.3,4
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,1998-01-01,300773,4,0.17,0.621,0.9009999999999999,0.0,0.0875,-5.396,0.0302,113.96700000000001,4
Mirrors,The 20/20 Experience (Deluxe Version),Justin Timberlake,2013-03-15,484146,5,0.23399999999999999,0.574,0.512,0.0,0.0946,-6.664,0.0503,76.899,4
34+35,Positions,Ariana Grande,2020-10-30,173710,5,0.237,0.83,0.585,0.0,0.248,-6.476,0.094,109.978,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,5,0.0462,0.7340000000000001,0.637,2.2899999999999998e-05,0.0602,-5.6770000000000005,0.141,169.977,4
A Little Respect,The Innocents,Erasure,1988-05-15,213373,3,0.00808,0.596,0.598,3.07e-06,0.24100000000000002,-13.409,0.0268,113.825,4
Holocene,Bon Iver,Bon Iver,2011-06-21,336613,4,0.943,0.375,0.304,0.303,0.126,-14.52,0.0302,147.989,4
Sultans of Swing,Dire Straits,Dire Straits,1978-10-07,350400,4,0.0632,0.73,0.868,0.0661,0.318,-7.325,0.0288,148.217,4
Entra en Mi Vida,Hasta Ahora,Sin Bandera,2007-11-13,249973,4,0.578,0.677,0.366,0.0,0.10800000000000001,-8.266,0.0311,138.015,4
Suga Suga,Tha Smokin' Nephew,Baby Bash,2003-01-01,239026,5,0.688,0.662,0.748,8.43e-06,0.0841,-3.0410000000000004,0.268,82.331,4
Love Me Again,Tribute,John Newman,2013-01-01,239894,4,0.004529999999999999,0.495,0.894,0.000596,0.10300000000000001,-4.814,0.0441,126.03,4
Spirits,Hope,The Strumbellas,2016-04-22,203653,5,0.163,0.556,0.6579999999999999,0.0,0.113,-6.075,0.0265,80.529,4
The End,Man On Fire (Original Motion Picture Soundtrack),Harry Gregson-Williams,2004-01-01,576093,2,0.948,0.107,0.0542,0.632,0.0837,-20.133,0.0368,90.887,4
Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,4,0.0151,0.752,0.754,0.0,0.0486,-6.684,0.0615,149.789,4
Heather,Kid Krow,Conan Gray,2020-03-20,198040,5,0.584,0.35700000000000004,0.425,0.0,0.322,-7.301,0.0333,102.07799999999999,3
Una Palabra,Nubes,Carlos Varela,2000,147720,2,0.8959999999999999,0.654,0.0413,0.0,0.0951,-16.78,0.11599999999999999,109.167,3
You’re Beautiful - Acoustic Cover,Music for the Moment: Breakfast with Mozart and Joyful Songs,Various Artists,2019-05-30,177065,1,0.9940000000000001,0.66,0.183,0.9279999999999999,0.11900000000000001,-15.238,0.068,78.936,4
Demon Fire,POWER UP,AC/DC,2020-11-13,210360,4,4.93e-06,0.521,0.8809999999999999,0.0114,0.141,-5.309,0.0387,160.026,4
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-11-01,241106,5,0.16399999999999998,0.336,0.627,0.0,0.0708,-7.462999999999999,0.0384,150.273,4
Drugs,Drugs,UPSAHL,2019-01-18,155866,5,0.35,0.883,0.415,0.0,0.063,-8.571,0.174,76.986,4
Maniac,Flashdance (Original Soundtrack From The Motion Picture),Various Artists,1983-04-11,244706,5,0.0891,0.617,0.5329999999999999,4.04e-06,0.0415,-11.515999999999998,0.0651,158.86,4
La Espina de la Flor en Tu Costado,Si Mi Rayo Te Alcanzara,Xoel López,2020-11-27,208529,3,0.883,0.209,0.469,0.0187,0.0645,-10.614,0.0439,190.578,3
Devuélveme a mi chica,Hombres G (Edición 30 Aniversario),Hombres G,1985,194866,5,0.0031,0.603,0.843,0.0337,0.445,-7.597,0.0557,172.676,4
"Ningún Nombre, Ningún Lugar",Paramales,Xoel López,2015-05-26,256679,3,0.748,0.695,0.695,0.0241,0.138,-8.379,0.0443,119.96,4
Walls,Skyscraper (Original Motion Picture Soundtrack),Steve Jablonsky,2018-07-13,235816,1,0.152,0.598,0.536,0.00512,0.0998,-8.52,0.0245,85.042,4
Quién Es,"Verano del 98, Vol. 2",Verano del 98,1999-03-31,250173,1,0.526,0.337,0.299,3.97e-06,0.11900000000000001,-14.289000000000001,0.0317,140.813,4
Eve Of Destruction,Eve Of Destruction,Barry McGuire,1965-01-01,215826,3,0.387,0.613,0.307,4.52e-06,0.087,-17.385,0.0414,117.305,4
Leave a Light On,Leave a Light On,Tom Walker,2017-10-13,185863,5,0.0153,0.586,0.624,1.78e-06,0.133,-5.946000000000001,0.113,68.976,4
Mambo No. 5 (a Little Bit of...),A Little Bit of Mambo,Lou Bega,1999-07-19,220293,5,0.10300000000000001,0.622,0.807,0.0,0.306,-6.752000000000001,0.408,174.06,4
Total Eclipse of the Heart,The Very Best of Bonnie Tyler,Bonnie Tyler,2009-03-26,267360,5,0.145,0.431,0.723,0.0,0.375,-5.8870000000000005,0.055999999999999994,130.547,4
Prrrum,El Principe (Ghost Edition),Cosculluela,2010-01-01,238475,4,0.0991,0.8320000000000001,0.731,0.0,0.344,-4.815,0.228,90.069,4
Save Your Tears,After Hours,The Weeknd,2020-03-20,215626,5,0.0212,0.68,0.826,1.24e-05,0.5429999999999999,-5.487,0.0309,118.051,4
I Hear The Day Has Come,In a New Bed,Matt Maltese,2016-04-22,200986,2,0.937,0.41,0.146,0.0037799999999999995,0.0864,-12.772,0.0319,126.801,4
Write This Down (feat. Nieve),Escapism,SoulChef,2010-11-17,189426,4,0.17300000000000001,0.823,0.818,0.0136,0.21,-4.396,0.18,92.973,4
Hasta Abajo,Latineando ando,Various Artists,2021-03-05,229826,1,0.292,0.7140000000000001,0.6709999999999999,0.0,0.325,-5.119,0.36200000000000004,169.727,4
Turnedo,Canciones para el tiempo y la distancia,Ivan Ferreiro,2005-04-05,278333,3,0.649,0.621,0.615,0.0,0.0891,-6.596,0.032,102.954,4
No Es Mi Despedida,No Es Mi Despedida,Axel,2020-12-04,236797,2,0.435,0.28600000000000003,0.6779999999999999,0.0,0.237,-6.26,0.0477,165.24900000000002,4
Toda (Wheeler),Toda (Wheeler),Jay Angel Wheel,2021-03-08,137538,1,0.431,0.87,0.45,0.0,0.0877,-6.506,0.0877,106.695,5
We Are The Champions - Live Aid,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,237025,2,0.175,0.316,0.86,4.92e-05,0.902,-5.038,0.0661,100.88799999999999,3
Lost on You,Lost on You,LP,2017-05-05,268105,5,0.1,0.433,0.7240000000000001,0.0,0.0918,-6.126,0.0372,174.00599999999997,4
La Pregunta,Otro Nivel de Música,J Alvarez,2011-09-20,269591,3,0.0688,0.7390000000000001,0.643,0.0,0.0789,-6.348,0.15,172.048,4
Black Velvet,Alannah Myles,Alannah Myles,1989-03-14,287440,4,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,91.147,4
Previa Fiesterax,Previa Fiesterax,BRI@N DJ,2020-11-13,625787,1,0.297,0.696,0.6609999999999999,0.0,0.106,-5.816,0.16899999999999998,104.053,4
Hammer To Fall - Live Aid,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,243531,2,0.00515,0.222,0.981,0.000383,0.9790000000000001,-5.846,0.0918,140.503,4
Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,4,0.18899999999999997,0.735,0.478,2.48e-06,0.355,-12.472000000000001,0.0293,107.682,4
More Than Words,Extreme II - Pornograffitti,Extreme,1990-01-01,334106,4,0.467,0.626,0.134,0.0,0.113,-14.898,0.0298,91.89299999999999,4
Better Off Alone (Remastered) - 1999 Original Hit Radio,Better Off Alone (Laidback Luke Remix),Alice Deejay,2011-06-20,215246,3,0.0044,0.6659999999999999,0.8540000000000001,0.769,0.313,-8.442,0.0565,136.954,4
Echo,Echo,Olivia Dean,2020-10-21,197586,2,0.0761,0.655,0.574,0.00143,0.133,-7.124,0.0351,86.994,4
Bitter Sweet Symphony,Urban Hymns (Remastered 2016),The Verve,1997-09-29,357266,5,0.0335,0.35600000000000004,0.917,0.0,0.406,-6.006,0.0479,171.176,4
Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),Queen,1980-06-27,214653,4,0.11199999999999999,0.9329999999999999,0.528,0.32899999999999996,0.163,-6.472,0.162,109.975,4
Sole spento,Qualcuno mi può giudicare,Caterina Caselli,1997,139173,2,0.239,0.594,0.535,0.0,0.078,-9.267999999999999,0.0476,143.929,4
Maniac,Kid Krow,Conan Gray,2020-03-20,185773,5,0.00162,0.628,0.639,0.0,0.354,-5.46,0.0435,108.045,4
Snowman,Everyday Is Christmas (Deluxe Edition),Sia,2018-11-01,165906,5,0.483,0.716,0.512,0.0,0.0928,-6.257000000000001,0.0331,104.95700000000001,3
2 Phút Hơn - KAIZ Remix,2 Phút Hơn (KAIZ Remix),Pháo,2020-12-18,183832,5,0.0265,0.845,0.733,0.0109,0.063,-4.581,0.0566,128.016,4
Everybody Knows,Justice League (Original Motion Picture Soundtrack),Danny Elfman,2017-11-10,265560,3,0.6409999999999999,0.6559999999999999,0.225,6.32e-05,0.10099999999999999,-11.777000000000001,0.0313,106.023,4
We No Speak Americano (Sllash & Doppe Edit),We No Speak Americano,Yolanda Be Cool,2020-12-04,201290,1,0.0222,0.733,0.9259999999999999,0.608,0.49700000000000005,-7.704,0.0457,124.00399999999999,4
Heads Will Roll - A-Trak Remix,Heads Will Roll,Yeah Yeah Yeahs,2009,383546,3,0.00685,0.7440000000000001,0.614,0.33399999999999996,0.0708,-3.908,0.0838,131.994,4
Cariñito Sin MI,Sus Más Grandes Éxitos Volume 2,Pastor Lopez,2011-08-30,235240,3,0.735,0.743,0.643,0.0016699999999999998,0.113,-6.186,0.0708,97.897,4
Bad boy,Loud,Marwa Loud,2018-03-09,187844,5,0.431,0.7959999999999999,0.496,5.51e-06,0.0781,-8.165,0.0388,97.988,4
Tres Noches,Bebiendo Lagrimas,Super Quinteto,2014-02-03,265306,3,0.17600000000000002,0.8340000000000001,0.8029999999999999,0.0,0.0551,-3.905,0.078,134.981,4
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2015-11-13,230226,5,0.0285,0.573,0.7390000000000001,0.0,0.111,-5.74,0.129,97.085,4
Often - Kygo Remix,Often (Kygo Remix),The Weeknd,2015-04-07,234400,4,0.12300000000000001,0.523,0.491,0.0,0.331,-9.876,0.0491,80.156,4
Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,251488,5,0.34700000000000003,0.645,0.795,0.00389,0.10400000000000001,-12.095,0.0527,112.06700000000001,4
Promises (with Sam Smith) - Illyus & Barrientos Remix,Promises (with Sam Smith) [Remixes],Calvin Harris,2018-10-19,282039,1,0.00187,0.716,0.775,0.731,0.0517,-5.5920000000000005,0.0659,123.02600000000001,4
El Mismo Aire,El Mismo Aire,La K'onga,2020-11-13,209414,3,0.0746,0.762,0.748,0.0,0.128,-6.273,0.0407,149.985,4
Plastic Hearts,Plastic Hearts,Miley Cyrus,2020-11-27,205733,5,0.0511,0.551,0.7559999999999999,0.0,0.0765,-4.948,0.0652,175.984,4
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,5,0.32799999999999996,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4
Stayin Alive,How Can You Mend A Broken Heart,Bee Gees,2020-11-20,285373,5,0.0288,0.7020000000000001,0.773,0.008709999999999999,0.147,-9.256,0.0343,103.564,4
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,2015-11-06,252534,5,0.247,0.262,0.606,0.0,0.125,-6.646,0.0484,189.857,4
Wicked Game,Best of Chris Isaak (Remastered),Chris Isaak,2006,286880,4,0.7440000000000001,0.667,0.5479999999999999,0.0122,0.0946,-7.8020000000000005,0.0262,112.54899999999999,4
Enchule,Enchule,Rauw Alejandro,2020-09-18,185718,5,0.153,0.763,0.6659999999999999,0.0,0.301,-3.3160000000000003,0.19399999999999998,90.086,4
Previa y After 21 - Remix,Previa y After 21 (Remix),DJ Roman,2020-11-16,701300,1,0.0602,0.763,0.735,1.24e-06,0.23600000000000002,-6.6339999999999995,0.0829,100.007,4
Tennessee Whiskey,Traveller,Chris Stapleton,2015-05-04,293293,5,0.205,0.392,0.37,0.0096,0.0821,-10.888,0.0298,48.718,4
Sweet Caroline,Sweet Caroline,Neil Diamond,1969-06-06,203573,5,0.611,0.529,0.127,0.000109,0.237,-16.066,0.0274,63.05,4
Sin Solución,Supernova,Los Rancheros,1995-09-01,236906,1,0.505,0.528,0.401,0.0,0.166,-8.747,0.0289,120.56700000000001,4
Judas,Born This Way,Lady Gaga,2011-01-01,249066,4,0.000967,0.6609999999999999,0.937,1.59e-05,0.355,-3.83,0.0744,131.001,4
Warriors,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-10-30,170066,4,0.0964,0.365,0.851,0.003,0.23800000000000002,-6.2379999999999995,0.065,78.068,4
Do They Know It's Christmas? - 1984 Version,Do They Know It's Christmas?,Band Aid 20,2004-01-01,222533,3,0.16399999999999998,0.599,0.642,3.3299999999999996e-05,0.0992,-6.936,0.0363,115.412,4
Tusa,FIESTA 2019 Y 2020,Various Artists,2019-12-20,200960,2,0.295,0.8029999999999999,0.715,0.000134,0.0574,-3.28,0.298,101.085,4
I Follow Rivers - The Magician Remix,I Follow Rivers (The Magician Remix),Lykke Li,2011-10-10,280069,4,0.0234,0.7859999999999999,0.696,0.0019,0.0839,-5.796,0.0428,121.97399999999999,4
Judas,Born This Way (Skrewed & Chopped Remix),DJ Wallace Mays,2011-06-14,280999,2,0.000103,0.726,0.556,3.76e-06,0.359,-9.527999999999999,0.0448,116.675,4
Fendi,Fendi,Rakhim,2020-07-17,128780,4,0.0747,0.94,0.436,0.0,0.113,-10.112,0.456,123.00299999999999,4
Inocente - En Vivo,La Delio Valrex - 10 Años En Vivo,La Delio Valdez,2019-12-23,305985,2,0.562,0.36,0.8390000000000001,4.8700000000000005e-05,0.32,-3.889,0.0572,199.09599999999998,4
Titanium (feat. Sia),Nothing but the Beat 2.0,David Guetta,2011-08-26,245040,4,0.0678,0.604,0.7879999999999999,0.153,0.127,-3.673,0.10300000000000001,126.06,4
